sentence,eyewitnessed
Potential health problems during flooding http://t.co/CsOn6YNWkk KUSA - The flooding across large areas of Colorado can bring along a ...,NotEyewitness
Colorado Floods: 172 Still Unaccounted For http://t.co/4RwnZAhSLy,NotEyewitness
"In Light of Colorado Floods, New EPA Report Reveals Importance of Wetlands and Streams http://t.co/GsVFRNpDyw",NotEyewitness
RT @brookejarvis: The USPS should use this photo from the Colorado floods in its advertising. http://t.co/JXFRWcPUv7,NotEyewitness
RT @CDPHE: #COFlood water can contain sewage. Wash cleanup clothes separate from uncontaminated laundry. http://t.co/fRsXN2jJHQ,NotEyewitness
7News gives $10k to #COfloodrelief from Scripps Howard Fund. Who else is stepping up? Telethon tonight 4-10:30. http://t.co/Nx6vBBFanH,NotEyewitness
Flood Recovery Resources – from City of# LafayetteCO http://t.co/iO1w1xuaF8 #coflood #boulderflood,NotEyewitness
"Div of Insurance at #COFlood disaster centers -Loveland, Boulder, Longmont, Firestone, Greeley, Commerce City- to answer insurance questions",NotEyewitness
RT @michellemalkin: VERY COOL! ==&gt;MT @LauraKeeney All proceeds from merch sales at tonite's @muse show go to #coflood relief. http://t.co/f…,NotEyewitness
Dear weather gods - I'm not sure #Longmont is ready for the thunder and lightning and rain just yet. Maybe hold off another week or 2?,NotEyewitness
"Please.God let the Waters Receed.in Colorado , and take those people out of bondage.man. #coloradoflood .",NotEyewitness
"Whoops Winston @PushUpsNPaws, we may have started lil tiny bit early. You are our pal. #COFloodRelief",NotEyewitness
"Proud to be playing this all star event in #Loveland, #Colorado to help those affected by the #CoFlood #Potcheen https://t.co/Odn6lq1AAb",NotEyewitness
RT @9NEWS: The phone lines are now open!  #COFloodRelief http://t.co/x9m7XKk64Z,NotEyewitness
The Colorado Flood Relief Fundraiser Just kicked off! Call in at 1-877-667-6727 #COfloodrelief,NotEyewitness
"RT @coreykohn: if you want to be happy, think of others @dojo4 #boulderflood http://t.co/0ylw8K6SPp",NotEyewitness
"Flooding kills one in Colorado -  BOULDER #county, Colo. — Severe flooding in Jamestown in Colorado’s Boulder... http://t.co/ecYNel4cUH",NotEyewitness
RT @CPPGeophysics: Map with before-and-after photos of the 2013 Colorado floods: http://t.co/9EuJOAlngK,NotEyewitness
RT Colorado Digs Out After 'Biblical' Flooding: Colorado Digs Out After 'Biblical' Flooding http://t.co/6NUPcX4sLp,NotEyewitness
2013 WORLD Cataclysmic FLOODS!! US COLORADO &amp; More than 30 COUNTRIES: http://t.co/M405lhCWd9 via @youtube,NotEyewitness
"RT @DenverChannel: $46,468 raised for #COFloodRelief so far! Call 877-667-6727 to donate and Please RT! http://t.co/Ba2o6QkYLN",NotEyewitness
RT @RedCrossDenver: #COFloodRelief fundraiser full number is 1-877-667-6727 after 4 PM MT,NotEyewitness
"#topstories Colorado floods: New rain falling in Boulder, thunderstorms possible (Denver Post): Share With Fri... http://t.co/XF86kM1lK3",NotEyewitness
Colorado floods:  The effort continued today to locate more than 500 people still missing from ... http://t.co/MXvWZb7W1Q #thebigpicture,NotEyewitness
@BoulderOEM public info hours now 7 a.m to 9 p.m as situation transitions to long term recovery http://t.co/8G6IuzKJww #Boulderflood,NotEyewitness
#Jamestown resident says things are disappearing from lumberyards around town. Worried about more looters. They will come. #boulderflood,NotEyewitness
Weld county officials writing down concerns on a board in front of citizens #coflood http://t.co/s79T1OMmdd,NotEyewitness
RT @BenchmarkCO: RT @ecohandyman: Tips for dealing w/ flooding in your crawlspace/basement if you're reeling from the #boulderflood.  http:…,NotEyewitness
Speaker says they're working on getting Jamestown mail routed to Boulder.  #coflood,NotEyewitness
Colorado flooding: Humane societies provide for evacuated pets http://t.co/HzbiUQ2orH People living along the Front Range aren’t the only...,NotEyewitness
Colorado Digs Out After 'Biblical' Flooding: Colorado Digs Out After 'Biblical' Flooding,NotEyewitness
RT @AllHands: Video update from our #COflood team: http://t.co/gxoMmOMd2y #drivemuch #sunshinemakeslifebetter #volpower,NotEyewitness
Colorado Digs Out After 'Biblical' Flooding http://t.co/i9xNz6q0We,NotEyewitness
"RT @HOUBizJournal: Houston #energy companies impacted by the Colorado floods, find out how serious the damage: http://t.co/GDsVvTNtWW",NotEyewitness
"RT @patriciazakhem: Tune in to 7NEWS now to help our neighbors in need! $724,264 so far and counting! #COFloodRelief @RedCrossDenver http:/…",NotEyewitness
Phones are still open15 more mins #COFloodRelief 1-877-667-6727 is the number to help your fellow Coloradoans!!!! #CO  #floodvictims,NotEyewitness
"RT @KyleClark: #COFloodRelief fundraiser at $959,712 with 10 minutes remaining. Anyone got $40,288 kicking around?",NotEyewitness
RT @CBSDenver: RT @CBS4Mark: The Big Thompson River in Milliken. The bridge is closed and debris keeps piling up. #coflood @JodiCBS4 http:/…,NotEyewitness
"RT @democracynow: Some 1,900 oil and natural gas wells have been shut down in #Colorado due to flooding, reports @JamesLPullen. http://t.co…",NotEyewitness
"A friend who lost everything, but zip lined her chickens and dogs out of destroyed home #boulderflood http://t.co/JmvhlaC6Uv",Eyewitness
"37 #photos of the Colorado floods,  via @big_picture http://t.co/22hng4BJup",NotEyewitness
DTN USA: Number of missing in Colorado floods drops; property loss soars: The number of people unaccounted for... http://t.co/mJRqFmA4oH,NotEyewitness
Colorado floods: low risk from fracking chemicals http://t.co/S3rftEscME,NotEyewitness
"Colorado floods: Costly and often uninsured: Damage from floods may cost nearly $2 billion and, for the most p... http://t.co/I5D3PIaqPy",NotEyewitness
Colorado floods: Costly and often uninsured: The recent severe floods in Colorado could end up costing homeown... http://t.co/EywJaZxXc0,NotEyewitness
"Ugh. :( RT Storm headed to #COFlood zones of Fort Collins, Boulder, Loveland. Wind, hard rain, hail possible http://t.co/3xHT8wlYiq",NotEyewitness
RT @starstodd: Phones are still open for the #COFloodRelief fundraiser!1-877-667-6727. http://t.co/US9KPqBW6V,NotEyewitness
RT @ArielMata: Lefthand Canyon from Sky9. #coflood https://t.co/6HRzxHF1Pz,NotEyewitness
"RT @thinkprogress: Colorado's oil and gas industry not prepared for floods, 5K gallons of crude spill into major river http://t.co/BJ2LNmKI…",NotEyewitness
RT @BoulderOEM: Want to help? We are coordinating volunteers and donations through http://t.co/VUlSoM4IhR. Thanks everyone!! #boulderflood,NotEyewitness
RT @GrowKeithCounty: Nebraska braces for overflow from Colorado flooding http://t.co/sGaxnlor1M,NotEyewitness
RT @COPetEmergency: #COPets #COFlood Shepherd Lab Mx Dog found in Boulder Now at Boulder Humane Society http://t.co/TuvkHE3j1e,NotEyewitness
RT @LeftHandBrewing: Help us spread the word about #LongmontOktoberfest &amp; #COFlood relief! Share: http://t.co/qvryJ8VA1R,NotEyewitness
Many Missing Now Accounted For In Colorado Flooding http://t.co/pcdMZjQeJp,NotEyewitness
"RT @nbcnightlynews: Latest: 201 people remain missing after devastating Colorado floods, officials say http://t.co/qdaY93mqih",NotEyewitness
#90sBabyFollowTrain Officials: 201 remain unaccounted for in Colorado floods; property lo... http://t.co/8wCbMwn8HF #TeamFollowWack #TFB,NotEyewitness
RT @weatherchannel: Before/After aerial images of the Colorado flood destruction: http://t.co/xa884cFVoH #coflood,NotEyewitness
"RT @hilltophereford: In The Wake Of Colorado’s Devastating Floods, 5,250 Gallons Of Crude Oil Spill Into Major River http://t.co/ASaz4v2kU2…",NotEyewitness
@IFreakSelena Many Missing Now Accounted For In Colorado Flooding: Rescuers have reached some of the remote areas affec...  @Ericccxminaj,Eyewitness
Colorado Oil and Gas Association to the flooding and safety/health/environmental issues is astounding.  Should be the end of fracking in CO.,NotEyewitness
RT @JohnCBS4: Not for those with a weak stomach: Larimer County Sheriff's flyover to survey the #COflood damage. http://t.co/zZWrNvDWxu,NotEyewitness
RT @Cal_OES: RT @femaregion8: 9/19 How Colorado state agencies are supporting #COflood response http://t.co/6jp94ZYUGD (via @COEmergency),NotEyewitness
RT @denverpost: ALERT: Larimer County adds to number of people presumed killed in flood: http://t.co/XPFW37QVXL #coflood,NotEyewitness
"RT @RedCrossDenver: Thank you, Colorado!! We raised over $1 million tonight for #COFloodRelief! Now, lots of work in the days, weeks &amp; mont…",NotEyewitness
Colorado Floods: What Happens to All That Water? http://t.co/IpdpfMKlHK via @LiveScience,NotEyewitness
"#COFlood Are you in #Evans, Colo. and need a place to shower due to the no flush order in your city? Here's a... http://t.co/L3IkZdRPwY",NotEyewitness
RT @tishaschuller: .@RedCrossDenver briefing on #coflood: Need to raise at least $5M.  Join us here http://t.co/sovoiNmPU3 #COGAResponds,NotEyewitness
RT @Accu_Jesse: Cloud seeding did NOT cause Colorado Flooding #coflood #goodtoknow http://t.co/QZiXYi3i2U,NotEyewitness
RT @BeerAdvocate: In #Denver tonight? Swing by @StarBar_Denver for a #Colorado Flood Relief Fundraiser http://t.co/KQ3k3odqiP #COflood #cra…,NotEyewitness
RT @jfleck: Why the #coflood fracking freakout is misplaced - there's *all kinds* of bad shit in urban/suburban flood water: http://t.co/gI…,NotEyewitness
"RT @TimesCall: #Longmont under state of emergency until Oct. 10. City manager can order evacuations, curfews. #longmontflood  http://t.co…",NotEyewitness
RT @SenBennetCO Suffered damage from #coflood? Register w/ FEMA for disaster assistance http://t.co/Lti7AeKB8a or call 1-800-621-FEMA Plz RT,NotEyewitness
Very helpful resource from ESRI - Colorado Flooding Maps and Images | Esri Disaster Map http://t.co/jlAUhsRVzQ,NotEyewitness
RT @denverchannel: #GoodNews after #COFlood: @AshleighWalters reports horses stranded in Estes Park now have transport and a place to go...,NotEyewitness
Nebraska braces for overflow from Colorado flooding http://t.co/8g0q7yzDTb,NotEyewitness
The likely death toll from Colorado flooding caused by torrential rains has risen to at least nine.,NotEyewitness
Wow- plowing out the mud from the bike path I use everyday #boulderflood http://t.co/CzRPk5AqIq,Eyewitness
RT @DamienGillis: Stunning new aerial pics of #coloradoflood #fracking damage. Citizens call for moratorium http://t.co/2vYPOMS8e1 @gasland…,NotEyewitness
RT @mikemangas: A Redding woman describes her Granddaughter's escape from disaster in the Colorado flooding. Tonight on KRCR News Channel 7.,NotEyewitness
"Hard to imagine 19,000 homes destroyed. #Coloradoflood",NotEyewitness
RT @finleybruce: Scenes from St. Vrain south of Miliken. #cowx #COflood http://t.co/20kuPmKIRE,NotEyewitness
They said #DEATH! Likely death toll in Colorado floods rises to at least nine - Reuters http://t.co/exzGPu4K0V #Follow,NotEyewitness
"Colorado Flooding Imperils Oil and Gas Sites, Causes Spill http://t.co/KPND9tVvIP  via @NatGeo",NotEyewitness
RT @BirdingMagazine: Here's coverage in Audubon magazine of the effects on birdlife of the recent flooding in northeastern Colorado: http:/…,NotEyewitness
The Disaster Distress Helpline 1-800-985-5990 provides crisis counseling to people affected by flooding. #coflood http://t.co/w9w4gwpkkS,NotEyewitness
"RT @SamaritansPurse: Volunteers began helping victims of the #COflood yesterday. We still need volunteers, you can sign up here: http://t.c…",NotEyewitness
BBC: Colorado flood death toll rises: The death toll from the historic flooding that hit Colorado last week ri... http://t.co/VBvpZOEcW8,NotEyewitness
"Colorado flood death toll rises: The death toll from the historic flooding that hit Colorado last week rises to seven, as state offic...",NotEyewitness
#TEAMFOLLoWASAP* Colorado flood death toll rises: The death toll from the historic flooding that h... http://t.co/topDcqQghk  @Manzie_iCe,NotEyewitness
RT @zfird: @NurandiNafisal Colorado flood death toll rises: The death toll from the historic flooding that hit C... http://t.co/NgFGg4bpzP …,NotEyewitness
RT @AllieCatress: Silent auction &amp; awesome support for #coflood relief! W/@starbar_denver @oskarblues @alliecatress @… http://t.co/WNJ0tZ0M…,NotEyewitness
"RT @SamaritansPurse: Volunteers began helping victims of the #COflood yesterday. We still need volunteers, sign up: http://t.co/0TTfjw60xv",NotEyewitness
Please check out opportunities to volunteer tomorrow (Friday) in Boulder and Longmont: http://t.co/4CLVcMf6mt #BoulderFlood,NotEyewitness
"Officials: Some #Boulder roads will be closed for weeks, months, longer. #Boulderflood http://t.co/wnbp2REdTi via @JoeCarmenRubino",NotEyewitness
RT @YourAnonNews: A message from @ColoradoOilGas- Welcome To The Climate That Changed Colorado! http://t.co/mZtJS9Osay #COflood via @remsta…,NotEyewitness
"The death toll from historic flooding that hit Colorado has risen to seven people, as the state faces 10 oil spills caused by the deluge.",NotEyewitness
RT @NASA: Colorado flooding near Greeley: comparison view from Landsat 8. http://t.co/r8wS1SXk60 @NASA_Landsat @USGSLandsat @NASA_EO,NotEyewitness
RT @BoulderFlood: Touching story from a #BoulderFlood Relief volunteer. This is what its all about: http://t.co/WoirHeMPSc,NotEyewitness
Colorado..... We feel your pain ☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️☔️ #flooding #rain,NotEyewitness
VOLUNTEERS: Clean Up in Longmont 9am to 5pm! Meeting @ Twin Peaks Mall parking lot across from Schlotsky’s: http://t.co/Li8yM180Li #Coflood,NotEyewitness
No pets left behind' after Colorado flooding | Nation &amp; World | The Seattle Times http://t.co/yk4be5l7iD,NotEyewitness
Proud of @Code3Associates' efforts in Colorado. They're working w/ American Humane Assoc rescuing animals in aftermath of record floods.,NotEyewitness
Colorado Flood Damage  This image shows one of many scenes of damage from the flooding in Colorado that we... http://t.co/ItAGCxd0f8,Eyewitness
RT @TotalTrafficDEN: #Longmont closed on Hwy 287 SB at CO-52 and CO-7 in #Boulder #COtraffic http://t.co/V8oA4oBJqC,NotEyewitness
Colorado colleges pick up the pieces after flooding http://t.co/I9NedJfUiD,NotEyewitness
We're ready to have a good time whilst raising money to aid the #coloradoflood victims. Join us!  http://t.co/lXZDPmuXBM,NotEyewitness
RT @JERutter: MT @audubonmagazine -- Read about how the #coloradoflood affected #birds and wildlife in the area. http://t.co/6NxH3wr30v,NotEyewitness
"Help Jonathan, Cailey &amp; The Doggie Depot recover from #boulderflood  http://t.co/7PKQVlX7Fm via @gofundme",Eyewitness
"This is 2013. A Christian commentator blames the floods in Colorado on....the Gays: http://t.co/vVH2qmAEc8  Religion, I told you !!!!",NotEyewitness
"A Devastating Before/After Comparison of the Colorado Floods, Captured by Satellite http://t.co/pWmdFxQ922",NotEyewitness
Evacuee Sadie and her new best friend Cook enjoying the sunny #estespark day! #COPets #COFloodRelief http://t.co/5sQ5jySX0T,Eyewitness
RT @HerzMuses: The #ColoradoFlood has craft breweries rallying to help. Here is a short list from @craftbeerdotcom  http://t.co/TBPIHuvhpf,NotEyewitness
Don’t get Pulled Under: Tips for Spotting a Flood-Damaged Car http://t.co/qpiKHCMYt1 #COFlood #Flood #Insurance,NotEyewitness
"RT @ABCWorldNews: Thousands of pets, including fish, rescued from Colorado floods as rescue teams promise no pets left behind: http://t.c…",NotEyewitness
"In Milliken, disaster relief remains busy a week after flood.  @denverpost #coflood #milliken  http://t.co/4GENQ2Fukl",NotEyewitness
A couple days to rest and now back covering #coflood aftermath. Headed to #Larimerflood area to get latest at evacuee meeting tonight,NotEyewitness
@LongmontHumane thank you for the offer of #COPets donations here in #estespark if anyone down there is coming up pls let me know #COFlood,NotEyewitness
in the recent devastating floods in Boulder and Denver Colorado. Your friends here at...,Eyewitness
Hundreds of Cats Needing Help From Colorado Floods! Please help... : http://t.co/XL34jaCqB2 via @LuAnnSmithGCM #cats #catrescue,NotEyewitness
All evacuation shelters will be consolidated into one location: The YMCA in Boulder. Get the details http://t.co/fp9jWg7mEn #boulderflood,NotEyewitness
"Colorado floods: Deluged Boulder restaurants struggle back to service: With bright skies and dry streets,... http://t.co/YBp2WtvxKL",NotEyewitness
Check out the latest article on the recent historical rainfall and flooding in Colorado.http://t.co/Xl6j1g41HK #COwx #coflood,NotEyewitness
Obama FEMA mysteriously grounded private drones helping to map the damage in Colorado..  http://t.co/P5CAVKum8n #COflood,NotEyewitness
"RT @Michelle9647: More spilled oil found in #COflood aftermath, brings total to about 22,000 gallons released: http://t.co/gSt1COY0Sz",NotEyewitness
"Our @Tide Loads of Hope truck is located at Loveland's Laundromat, 266 E 29th St Loveland, CO 80538: http://t.co/VoDKZSF7Gd #COFloodRelief",NotEyewitness
"Oil spills, floods, airlifts in Colorado: Efforts continued Friday to cope with fallout from flooding that''s ... http://t.co/Z4viy8KwWS",NotEyewitness
RT @COEmergency: .@FloodDSS: Summary of Federal Aid for Private Water Infrastructure. http://t.co/uC5GXF41Vx #coflood,NotEyewitness
it sucks that the floods in Colorado are affecting Riot Fest but even still my heart goes out to those in Colorado and being affected,NotEyewitness
@WesWelker Can you please help my friend wyl who lost his home and business in the Colorado floods http://t.co/TOxqnO2rNb Please spread.,Eyewitness
@BlameItOnGinger Please help my friend wyl who lost his home and business in the Colorado floods http://t.co/cE3SMvcujP Please spread.,Eyewitness
"RT @longmontkathy: After the #coflood, #fracking operations are leaking. Tell @Hickforco: Stop CO's #fracking flood http://t.co/L8WdkeGErx …",NotEyewitness
Flood Cleanup Guidance from Colo. Dept. of Pub. Health #coflood http://t.co/falV1EDw0a,NotEyewitness
Bringing it Home: Impact of floods ripples to Aspen http://t.co/nZlP0k4Jxl #aspen #colorado,NotEyewitness
RT @BigJoeBastardi: Facts on Arctic Ice &amp; Colorado Floods — The Patriot Post http://t.co/IKnwpPYXh7 My latest Patriot Post,NotEyewitness
"Pastor blames Colorado floods on abortion, weed and ‘decadent homosexual activity’ http://t.co/KpLfeyBznR",NotEyewitness
So sad --&gt; This is where flooding meets fracking after Colorado's superstorm http://t.co/hUL0itWLWa via @OnEarthMag #fractivism,NotEyewitness
RT @samiejoy1: It's only fitting that after the Colorado floods our game vs. CSU is in the rain 😔☔️,NotEyewitness
The Gays caused the flooding in Colorado?  Can do that but can't get the Judy Garland box set when it's back ordered? #doh,NotEyewitness
RT @ajfromhouston: HARRY BLAMES COLORADO FLOODS ON THAT BS WARMING BS!!HIM AND GORE SHOULD BE IN JAIL!!FOR FRUAD!!ENOUGH!!LIES,NotEyewitness
Select @bouldercounty parks are now open to the public! Staff is working hard to assess &amp; repair #boulderflood damage http://t.co/Ye6RhGBU55,NotEyewitness
Thanks @CUBoulder for excellent communications to CU parents during the #coflood.,NotEyewitness
RT @cote14er: Hwy 119 between Longmont and I-25 is open. Cut off about 20 minutes from my drive this morning. #COFlood,Eyewitness
RT @denverpost: Larimer County officials say number of people unaccounted for in #COflood has dropped to 60: http://t.co/OhtuTT6M8X,NotEyewitness
"Boulder County officials say another person has been found dead from the Colorado floods,... http://t.co/d7NHZyUjAv #Denver #Colorado",NotEyewitness
Colorado Flooding: Nebraska's Platte River Next in Line for Flood Surge http://t.co/D48bgNpHSi #COM #Mexico #NationalWeatherService,NotEyewitness
"RT @frackfree: More oil spills from #Colorado flooding as high water delays cleanup (#EnergyInDepth: Nothing here, move along...) http://…",NotEyewitness
VOLUNTEERS NEEDED TODAY at 2p for clean up in Boulder. Full info at: http://t.co/BqjfKr8jar #boulderflood,NotEyewitness
#MinutePostBiz Roads in Northern Colorado Reopen as Floods Recede via ABC News http://t.co/0YHFiE1Jaf,NotEyewitness
The water under the Boulder Creek/Broadway underpass silted up #boulderflood #aftermath @ Boulder Creek http://t.co/T3Xm9SstMs,NotEyewitness
Roads in northern Colorado reopen as floods recede http://t.co/nNLWBRuPva,NotEyewitness
EcoWater Reviews Pure Drinking Water After Colorado Floods: EcoWater reviews strategies that... http://t.co/Q8Gw8ZXPzZ #drinkingwater,NotEyewitness
"RT @NatGeo: 1,900 oil and gas wells have been shut down in wake of Colorado's floods: http://t.co/8Nohd8qEIA",NotEyewitness
"RT @YourAnonNews: 5,250 gallons of oil spills into the Platte river from Anadarko tank damaged by #COflood http://t.co/4WkeGzVrif",NotEyewitness
They come from home to help.. #boulderflood http://t.co/mScdmqRcLG,NotEyewitness
I liked a @YouTube video http://t.co/TA3nEZptZ4 Colorado Flooding is All Manmade,NotEyewitness
9NEWS special presentation - Colorado Floods: The Road Ahead is on now. WATCH LIVE:  http://t.co/jjPd8fSbYA #9NEWS #cofloods,NotEyewitness
Breaking News: #Denver Colorado floods: Service providers working with customers http://t.co/iuuqsf28lN,NotEyewitness
RT @lieml: @joerogan At least two large oil spills have been confirmed in the wake of Colorado's historic floods -http://t.co/uz7jBWg5hE,NotEyewitness
"Have Colorado's Floods Unleashed An Oil And Gas Disaster? Um, No. - Forbes http://t.co/f3hGUAsOt7 must  secure wells in flood plain",NotEyewitness
@dailycamera local assistance from neighbors @DonateBoulder #boulderflood #COflood #MakingADifference,NotEyewitness
RT @ColoradoDOT: #coflood CDOT opened 7 highways between yesterday &amp; today following flood repairs thanks to maintenance crews &amp; contractors,NotEyewitness
@NASALADEE I heard LDEX came on after a brief delay due to the flooding in Colorado (LDEX's home institution). Way to go guys!,NotEyewitness
"Flooded Colorado to get heavy rain: Flooding has stranded thousands, cut towns apart, ripped out roads andyE184Rhmgcrd6QaYI3FC",NotEyewitness
Right Wing Minister Claims Colorado Floods Due To Homosexuality And Abortion (AUDIO) http://t.co/n8PTw2U7ys,NotEyewitness
"1,200 People Missing as Devastating Floods Continue in Colorado - Flood Waters Rising: Situation Worsens in... http://t.co/ih9u1tDM5B",NotEyewitness
RT @femaregion8: Mold is the scourge of flood cleanup. This 8-pg brochure can truly help: http://t.co/VhBHqJBDvq  #COflood,NotEyewitness
RT @denverpost: Colorado's September floods will likely join ranks of $1 billion plus http://t.co/FDCBRsha2t via @AldoSvaldi #COFlood,NotEyewitness
RT @trentonsperry: Looks great. RT @dailycamera: Today's front page. Special report on #BoulderFlood of 2013 http://t.co/Fgv6jWPICu http://…,NotEyewitness
Colorado flooding puts oil and gas wells underwater http://t.co/EIThmCgQCO,NotEyewitness
"RT @AmeriCares: In hard hit Sterling, #Colorado, where the water system is compromised by flooding, there's an urgent need for... http://t.…",NotEyewitness
"#Colorado floods triggered by convergence of geography and climate, experts say http://t.co/LZ2IaZNcf4",NotEyewitness
RT @cwood: .@VisitEstesPark recovering impressively from #COflood. This weekend I stayed at the @StanleyHotel and ate at @TheGrubsteak &amp; @T…,Eyewitness
Maps can help us learn about disasters such as the flooding in Colorado. Check out the story maps of flooding... http://t.co/cbV2vJ2R6o,NotEyewitness
At least 350 people still missing in Colorado flooding; five dead -  TweetTweetEmergency workers are undertaking... http://t.co/cFvkFoEUSJ,NotEyewitness
Where the hell is my brother? RT @BoulderFlood: Thank you CU Lacrosse team for volunteering! @CULax http://t.co/mH88EKv2XS #boulderflood,Eyewitness
"Work has begun on US 36 between Lyons and Estes Park, for restricted access information read more here http://t.co/efzv9zpuGq #boulderflood",NotEyewitness
"RT @CBSDenver: #WhiteHouse announces VP Joe Biden will visit #COFlood areas Monday, speak in Greeley w/ Gov. Hickenlooper &amp; FEMA's Fugate i…",NotEyewitness
PHOTOS: tour shows u.s. hwy. 36 damage from colorado floods near lyons. #coflood #cowx http://t.co/Q7jMvKTFKe,NotEyewitness
RT @dailycamera: Fears remain about missing homeless in #Boulder County following flood http://t.co/w7YGDLtch3 #boulderflood,NotEyewitness
"RT @boulderoem: If you lost important documents in the flood, we have resources to help replace them: http://t.co/nWBFmVJzWC #boulderflood",NotEyewitness
Builders and soldiers hustle to reconnect #Colorado towns after flooding http://t.co/g8iewI4WAm,NotEyewitness
RT @reedtimmerTVN: Beautiful picture of dusting of #snow in #Colorado mountains from yesterday after tragic flooding… http://t.co/pgkep9Park,NotEyewitness
RT @FrackNo: Colorado Flooding Triggers More Oil and Gas Spills http://t.co/Kbv1miQRpv @NYGovCuomo NY floods too #DontFrackNY (thanks),NotEyewitness
"To all the Colorado cities that didn't vote yes for amendment 64, maybe you should rethink that! We need the revenue!  #COschools #COflood",NotEyewitness
#2030NOW People losing homes in Colorado didn't have flood insurance because they had never experienced #floods. #climatechange,NotEyewitness
THIS JUST IN: Officials say 79-year-old woman found dead in Colorado flood; death toll reaches 8. / via @AP #COflood,NotEyewitness
RT @green_peace: PHOTOS: Flooding in Colorado sparks concern about flooded oil and gas tanks http://t.co/fsYMHT6PVx,NotEyewitness
MSNさんからRT:　Only six people are still unaccounted for in Colorado floods http://t.co/rJIudQDQOJ　　09月24日3時07分台のニュースでした,NotEyewitness
Thank you @BallCorpHQ for donating $1M to flood relief! #coflood | Boulder County Business Report http://t.co/KZL8G7AEHs,NotEyewitness
Colorado Flooding Before And After Photos http://t.co/M3pDj7xayu,Eyewitness
RT @Shangaboy: Body of 79-year-old floods victim found beside Colorado river http://t.co/W1IuuJgUUF,NotEyewitness
"#BreakingNews Drake man previously called missing, presumed dead in #COFlood by @LarimerSheriff was found alive. http://t.co/QnvNFXONuY",NotEyewitness
RT @classyawards: Help @TeamRubicon help those affected by the #COflood donate here: http://t.co/wMPJxxfpSq  #veterans #militarymonday,NotEyewitness
RT @lafloran: Colorado Flooding Before And After Photos http://t.co/zUEvLqZ0zU via @HuffingtonPost,NotEyewitness
"VP Joe Biden: If government shuts down, FEMA will still deliver aid  http://t.co/f6ziNN0z6O via @denverpost @finleybruce #coflood",NotEyewitness
RT @YourAnonNews: #COflood Triggers More Oil &amp; Gas Spills http://t.co/hrfXtsuXAb Primary sources on this: @bigreddog1934 &amp; @fractivist http…,NotEyewitness
Colorado Republicans didn't feel the need to vote for federal disaster relief funds.  Then the floods came.... http://t.co/dEy6gTNQge,NotEyewitness
RT @GreenboxStorage: @WestwordStreet We're giving free storage to victims of the #COFlood Will you help spread the word? #COFloodRelief htt…,NotEyewitness
RT @thekitchwitch @MadGreens @AnthonysPizza @BWWings #longmontflood . Thank you for your generous support of victims of #COflood.,NotEyewitness
@athleticone01 Very insensitive with all the flooding in Colorado.,NotEyewitness
"RT @YourAnonNews: Meet the 4 Colorado republicans who voted against #Sandy aid, but now want aid for #COflood http://t.co/ntS5cTmGOz",NotEyewitness
"RT @RollingStone: Serious flooding threatens Colorado's 50,000 controversial oil and gas wells: http://t.co/MwfHoKfP09",NotEyewitness
RT @deneuchre: Thanks to @espn for your comments about #COFlood and #redcross,NotEyewitness
Sqwerl ResQte In Colorado: We’ve all read about the bad flooding in Colorado. It’s taken a terrible toll on ho... http://t.co/VJBegBpoQU,NotEyewitness
EQECAT: Colorado Floods $2B in Economic Losses and Climbing http://t.co/wekVATgYTF,NotEyewitness
VP Biden speaking with a #COflood survivor in Greeley (9/23) http://t.co/qWVTtf7mkm,NotEyewitness
We wonder how much wildlife is affected by the Colorado flooding. http://t.co/8oSF75JIye,NotEyewitness
At least 18 oil spills resulted from Colorado flooding http://t.co/kZF6dtsQk9,NotEyewitness
Breaking News: 4 more found alive and well after Colorado floods http://t.co/ZY7SD9KtKQ,NotEyewitness
@ijournal #Energy Industry Liability #Insurance May Cover Contamination Claims From Colorado #Flooding http://t.co/HBVooUg9OO @Dickstein_LLP,NotEyewitness
Floods may forever change funky Colorado towns,NotEyewitness
"RT @femaregion8: For immediate, short-term #COflood legal assistance, go to http://t.co/NWJuzVkwPn, or call toll-free 855-424-5347. @FEMA",NotEyewitness
RT @truthmashup: 3 more oil spills from flooding found in Colorado. http://t.co/ETXMJ2Tm37 #oilspill #oil #uspoli #p2,NotEyewitness
More Spills Reported In Wattenberg Oil Patch Following Colorado Flooding http://t.co/JgjfDHsBD6 via @HuffPostGreen -- @globol10 !!,NotEyewitness
"Lots of resources to help residents with flood recovery efforts on our website. Visit http://t.co/mBL9iCzo55. #WaldoFlood, #COflood",NotEyewitness
"RT @FreysingerMazda: #Mazda announced two donations totalling $40,000 to support relief efforts for disasters such as the Colorado flooding.",NotEyewitness
News: 3 more oil spills from flooding found in Colorado - Denver Post http://t.co/yh7M,
