sentence,eyewitnessed
RT @PanahonTV: ALERT: Tropical Storm #MARING” has intensified as it remained almost stationary.| via @dost_pagasa #MaringPH,NotEyewitness
RT @ANCALERTS: Tropical Storm Maring expected to leave PH Area of Responsibility on Thursday #MaringPH,NotEyewitness
Hasn't stopped raining though! Flood all over manila #badweather #bagyongmaring,Eyewitness
"RT @gmanews: #MaringPH's rains not as bad as 2012 Habagat, but storm is not over yet http://t.co/7IwnxU415B",NotEyewitness
RT @dost_pagasa: WEATHER BULLETIN No. 7 Tropical Cyclone Alert: Tropical Storm “#MaringPH”  Issued at 11:00PM 19 August 2013... http://t.co…,NotEyewitness
The thunder's getting louder and the rain's not showing signs of stopping. We hope everyone's safe and with their loved ones  #reliefPH,Eyewitness
PUBLIC REPORTS| City of Manila Flood &amp; Traffic Situation,NotEyewitness
RT @gmanews: #FlashReport: Rains brought about by #habagat to continue until Thursday. Volume of rain less than 2012 Habagat. —Samuel Duran…,NotEyewitness
"Woke up with this. May swimming pool na sa tapat ng bahay, hanggang dyan ka lang ah. #flood #maring http://t.co/wiqKHFWHCw",Eyewitness
#habagat here in pasay boundary manila is non-stop heavy pouring since 3:30 am. Taft Ave cor vito cruz knee deep already. #pls stop,Eyewitness
"Grabe ulang, ayaw tumigil grrr #bagyo #ulan #habagat #mandaluyong #baha",Eyewitness
#WalangPasok dahil kay #MaringPH wew sa #albay #moderate lang not to much mainit makulimlim peo slightly may #hangin,Eyewitness
Charging all my gadgets just to be sure. Hope the power supply doesnt get cut #MaringPH,Eyewitness
Baha Baha Baha again in Manila. never ending rains hounds us in 3 days strait now. Flood waters r inside our house,Eyewitness
may god bless and help those people who were affected by the flooding in manila. #godbless #Habagat,NotEyewitness
@rapplerdotcom You've been quoted in my #Storify story #maringPH: Metro Manila flooded as heavy rains continue http://t.co/0ZPgV7nR1b,NotEyewitness
As per Sec Lacierda: We encourage private entities to exercise due prudence... meaning wala narin pasok! #habagat #maring #makati h. rains,Eyewitness
"Not another high-tide, please. Guess I won't be staying here in the internet. . . #FloodPH",Eyewitness
RT @ukinphilippines: British nationals who have been affected by #MaringPH heavy rain or floods &amp; require assistance may call (02) 8582200.…,Eyewitness
"RT @RescuePH: Remember: #rescuePH for emergencies, #reliefPH for evacuation centers and relief ops, #floodPH flood situation, #safenow once…",NotEyewitness
Let us all pray for the Philippines. #MaringPH,NotEyewitness
"RT @ItsPaoloPascual: @MMDA: FLOOD UPDATE (ALONG MANILA) as of 7:37 AM, #mmda http://t.co/QZdaKTdMRr #PrayForThePhilippines",NotEyewitness
Be 100% ready. Stay safe. #MaringPH #Habagat,NotEyewitness
"@iamrpaul: ASSISTANCE and SUPPORT is different, so dont expect to much to our politicians.. #BayanNiJuan #PrayForThePhilippines #rescuePH",NotEyewitness
RT @TheDutchessMing: “@ariannatngco: YUCK IN THE PHILIPPINES ARE SO MANY BEGGAR PEOPLE SO BETTER DIE #FloodPH” -so many beggar? Well you lo…,NotEyewitness
"Slex-Merville. Under the skyway, whats suppose to be pavement is all water. #FloodPH http://t.co/bcF8gW42dY",Eyewitness
"RT @iamsuperbianca: Red rainfall warning issued over Metro Manila as of 8AM, August 20. Extra precaution and stay safe everyone. #MaringPH …",NotEyewitness
#typhoon #maring #typhoonmaring #taytay @ House of Santos http://t.co/NfsuV3a5y0,NotEyewitness
"amidst #maring and the #flood do not forget to THANK GOD everyday, because... @ Hacienda VEA http://t.co/CMSiiHvqSd",NotEyewitness
RT @iamsuperbianca: PRAYING FOR SUNSHINE. #MaringPH,NotEyewitness
“@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH”why dont you kill yourself first whore!!,NotEyewitness
Akyat akyat na ng gamit habang may time! Water is rising real fast! :( #flood #MaringPH #typhoon… http://t.co/USHyNavEyw,Eyewitness
"“@erwanjheussaff: Stay safe and dry. If you can't go to work, don't. #maringph http://t.co/BmPDdQLxTQ”",Eyewitness
RT @pcdspo: Reminders: check #walangpasok for class/work suspensions; use #RescuePH for help; #SAFENOW if you've been rescued; #FloodPH for…,NotEyewitness
@29KeithMordeno - im a receiver of relief goods; for the first time. #stranded #MaringPH http://t.co/a0hi73DKEo,NotEyewitness
RT @annecurtissmith: Important message for those who requires aid and relief services @dswdserves #reliefPH http://t.co/DQV8gOPPI2,NotEyewitness
RT @inquirerdotnet: #marikinariver 15.1m water level as of 8:30am. #floodPH | via @MarikinaPIO,NotEyewitness
"RT @gmanews: Knee-deep flood in Filinvest, Cainta, Rizal as of 7:30AM, Aug. 20, 2013 http://t.co/LgAwxGHAQx | via @karadavid #floodPH",NotEyewitness
RT @JadeAndreii: Safety for everyone affected by Tiyay #MaringPH and #Habagat. Fine weather we have here in Negros.,Eyewitness
RT @ariannatngco: PHILIPPINES = POOR COUNTRY + SQUATTER #PrayForThePhilippines #FloodPH,NotEyewitness
“@ariannatngco: PHILIPPINES ARE BEGGAR #PrayForThePhilippines #FloodPH” ayusin mo muna grammar mo,NotEyewitness
“@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH” - PUTANG INA MO! GO To HELL!! FUCK U!!!,NotEyewitness
@harold_geronimo: ADVISORY: All roads leading to NAIA Terminals are NOT passable as per MIAA. #FloodPH,NotEyewitness
RT @OhMyCityHunter: Use The Hastags   #WalangPasok For Suspensions #RescuePH for Help #SAFENOW if You've been rescued and #FloodPH for Floo…,NotEyewitness
RT @harold_geronimo: ADVISORY: All roads leading to NAIA Terminals are NOT passable as per MIAA. #FloodPH,NotEyewitness
RT @ohitsnarryp: “@ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/hTMBuZs2eb”,NotEyewitness
#FloodPH “@inquirerdotnet: #Marikinariver ALERT LEVEL 1.. 15.4m water level as of 9:19 ALL FLOODGATES open | via @MarikinaPIO”,NotEyewitness
RT @jassabrina: “@Milbie: #RescuePH my ofcmate Precious &amp;Jeric Caubalejo is stuck at 2nd flr of their house P58-12 15th-16 st Villamor Pasa…,NotEyewitness
"Back to sleep,.. prudence. Keep safe everyone. #floodPH #walangpasok #clingyweather #BedWeather",Eyewitness
So there is a chance that KKT might be cancelled? I wouldn't want TOP to be stranded because of the flood in Manila ._.,NotEyewitness
"RT @iamsuperbianca: If anyone needs help or assistance, the Sagip Kapamilya hotlines are 024114995 023949272 and 09178844411. #MaringPH #ha…",NotEyewitness
RT @TOMCATust: Hashtags to use #RescuePH - needs rescue  #SAFENOW - for those who have been rescued #FloodPH - flood alerts  via @nicofaaat…,NotEyewitness
Good morning! Pray for manila bec. Of the heavy rains that cause floods all over the city #bagyongmaring,NotEyewitness
@ ariannatngco: MORE HEAVY RAINS AND FLOODS IN THE PHILIPPINES SO DIE NOW #PrayForThePhilippines #FloodPH PLEASE KILL THIS BITCH,NotEyewitness
RT @jascurtissmith: “@eldzsmejia: GUYS WE NEED HELP! Rescue! Banuyo st. San Antonio village Makati!!!” #RescuePH,Eyewitness
RT @BilBilniJonas: Arianna Tiangco: YUCK IN THE PHILIPPINES ARE SO MANY BEGGAR PEOPLE SO BETTER DIE #PrayForThePhilippines #FloodPH  Bel: F…,NotEyewitness
RT @pcdspo: Reminders: check #walangpasok for class/work suspensions; use #RescuePH for help; #safenow if you've been rescued; #FloodPH for…,Eyewitness
RT @OnlyVHONGsters: by @annecurtissmith Important message for those who requires aid and relief services @dswdserves #reliefPH http://t.c…,NotEyewitness
"RT @YahooPH: RT @incrediVINCE: In moonwalk, paranaque 5ft deep flood as of 9:00am http://t.co/yNw586uFkC  #FloodPH",NotEyewitness
@Bents8Lord_: Also Pray for this lady who doesnt have a heart. #PrayForThePhilippines #FloodPH http://t.co/9KXbXH0T57,NotEyewitness
(BACOOR TRAFFIC) you may directly tweet @CityOfBacoor to get traffic and other updates in Bacoor || #MaringPH #RescuePH @MMDA,NotEyewitness
RT @uapasia: Relief ops will start at 9am today at Study Hall A #unitas #reliefPH #RescuePH,NotEyewitness
RT @TeAmoRosalinda: #RescuePH please help the residents of 16 purity st. Remmanville bicutan. They need food and water. Lampas tao na ang w…,Eyewitness
Have seen photos of flood in Metro Manila... Grabe na ang taas.ingat kayo jan @anj_gie @AngelBiih @geniebelles @Shangiiieee @miraebr @Owhmj,NotEyewitness
RT @keyrjem22: Reminders: check #walangpasok for class/work suspensions; use #RescuePH for help; #safenow if you've been rescued; #FloodPH …,NotEyewitness
"RT @ItsCarlaD: Use the hashtag #rescuePH if you or someone you know needs to be rescued, #reliefPH for aid and relief services.",NotEyewitness
"RT @DanGaddi: RT #MaringPH will only last for one more day or two, but the love of God endures forever. #PrayForThePhilippines",NotEyewitness
"Oh lord, I pray for those lives are in danger, let your spirit strengthen them to face all the difficulties. In jesus name Amen. #FloodPH",NotEyewitness
Photo: Keep safe and pray for everyone. #prayforPhilippines #stop #maring #habagat http://t.co/atQyaiCdax,NotEyewitness
"RT @WorldVisionPH: Help #MaringPH affected families. Donate online http://t.co/U6W3SAYzXX Help in providing food water, blanket,and essenti…",NotEyewitness
RT @RachNathanielsz: “@eldzsmejia: GUYS WE NEED HELP! Rescue! Banuyo st. San Antonio village Makati!!!” #RescuePH,Eyewitness
"RT @suzy899: HASHTAG RESPONSIBLY: #walangpasok for school suspensions, #FloodPH for flood alerts, and #RescuePH FOR HELP. Ingat guys! ❤",Eyewitness
"RT @MMDA: FLOOD UPDATE (ALONG MANILA) as of 10:00 AM, #mmda http://t.co/Qynr3lu5RY",NotEyewitness
RT @PhilippineStar: Is there flooding in your area? Tweet to us by using #FloodPH,NotEyewitness
"RT @noynoyaquino: [Adm-01] Please use the hashtag #rescuePH if you or someone you know needs to be rescued, #reliefPH for aid and relief se…",NotEyewitness
“@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH” aw grabe,NotEyewitness
Kudos to those volunteers helping out the residents in our area! #MaringPH #habagat,NotEyewitness
RT @GabrielaWomenPL: #LingapGABRIELA Currently organizing #reliefPH for families affected by #MaringPH Call 4341039 plsRT @MercadoJen http:…,NotEyewitness
"RT @govph: How #RescuePH works: 1st line, local DRRMCs; nat support/coord is @NDRRMC_Opcen. @pcdspo helps liaise w/ @dswdserves http://t.co…",NotEyewitness
"“@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH” Wow. So, you're a God now?",NotEyewitness
"Enderun is now passable. please sent your donations to Enderun Colleges, Mckinley Hill, Taguig City. #ReliefPH #MaringPH",NotEyewitness
I don't know if I'm more anxious about #midterms or the rise of the #MarikinaRiver because of #MaringPH. Patas lang ata #lawstudentproblems,Eyewitness
@potparinas:Flood water is already grounded in Villamor Pls contact Meralco urgent @meralco #RescuePH,Eyewitness
"RT @ANCALERTS: Office of Civil Defense-NCR: Per MMDA flood control info, 50-60% of Metro Manila flooded.",NotEyewitness
“@ariannatngco: YUCK IN THE PHILIPPINES ARE SO MANY BEGGAR PEOPLE SO BETTER DIE #PrayForThePhilippines #FloodPH” HAHAHAHHAHAHAHAH pakyu,NotEyewitness
"RT @viceganda_quote: If anyone needs help or assistance, the Sagip Kapamilya hotlines are 024114995 023949272 and 09178844411. #MaringPH #P…",NotEyewitness
"RT @joycepring: Friends, dont forget the proper use of hashtags: #reliefph for relief goods, #floodph for flood reports, (1/2)",NotEyewitness
"RT @MMDA: FLOOD UPDATE (ALONG MANILA) as of 10:35 AM, #mmda http://t.co/SnRGZA9zye",NotEyewitness
RT @PTVph: For those in need of rescuing use the hashtag #RescuePH. For those in need of relief operations use the hashtag #ReliefPH.,NotEyewitness
RT @rapplerdotcom: Alert level 2 raised for Marikina River http://t.co/54PXJJaFXR #WeatherAlert #MaringPH,NotEyewitness
take note the hashtags to use.. #habagat #MaringPH http://t.co/HbQtVTPmBR,NotEyewitness
RT @gmanews: Here are some important hashtags you can use. (Note: Only use #RescuePH in really critical situations) http://t.co/OQHrB6IkLZ,NotEyewitness
RT @ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH,NotEyewitness
@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH excuse me bitch,NotEyewitness
"RT @MrScottEddy: Stay safe everyone, help out when if can!! #MaringPH #MaringUpdates #FloodPH #PrayForThePhilippines #TyphoonMaring",NotEyewitness
RT @badassprof: Magsaysay st. front of Yakal residence hall abt 8inches of flood #floodPH #updiliman http://t.co/8ue8BbvaAG,Eyewitness
@gmanews: 50-60% of Metro Manila flooded (varying situations: ankle to chest deep) #PrayForThePhilippines #FloodPH,NotEyewitness
RT @ariannatngco: PHILIPPINES ARE BEGGAR #PrayForThePhilippines #FloodPH,NotEyewitness
RT @tudlaprod: #MaringPH #habagat update: around 1400 families from Baseco in Manila have been evacuated to nearby evac center. #ReliefPH,NotEyewitness
@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH LAKI NG GALIT TE AH? LA KANG MAGAWA :)),NotEyewitness
U ARE SO WRONG GRAMMINGZ @ariannatngco: YUCK IN THE PHILIPPINES ARE SO MANY BEGGAR PEOPLE SO BETTER DIE #PrayForThePhilippines #FloodPH,NotEyewitness
“@ariannatngco: YUCK IN THE PHILIPPINES ARE SO MANY BEGGAR PEOPLE SO BETTER DIE #PrayForThePhilippines #FloodPH”. CAN U JST.  RIP ENGLISH,NotEyewitness
The rain goes on and on again :( #MaringPH,Eyewitness
"RT: @noynoyaquino: Please use the hashtag #rescuePH if you or someone you know needs to be rescued, #reliefPH for aid and relief services.",NotEyewitness
RT @margadeona: The @MMDA #FloodPH measurements: no more chamba as to how deep knee-deep could get. #WeatherAlert http://t.co/eOjjvEH7XF,Eyewitness
Tweet and update @RescuePH and others if you're #SAFENOW. Please.,NotEyewitness
RT @uapasia: Visit http://t.co/yylNUIkZvs to know more about the UA&amp;P relief ops for #MaringPH. @BosunUAP @uap_usg @UAPMMC @uapalumni #reli…,NotEyewitness
Heavy rainfall gradually attenuate. #PrayForThePhilippines #safenow,NotEyewitness
RT @iamsuperbianca: Habagat 2012 vs Habagat 2013 by Manila Observatory. Last year still worse. Kaya natin lagpasan to. #MaringPH http://t.c…,NotEyewitness
My Mom wt our Neighbor hahaha! May AirBed pala kami galing Aussie Lol! #yolo #baha #habagat http://t.co/uBoYgrxwpl,Eyewitness
RT @SamAdrianooo: “@ariannatngco: WOOOHOOO I LOVE IT!!! MORE HEAVY RAINS AND FLOODS #PrayForThePhilippines #FloodPH http://t.co/G8gOqebrtp”…,Eyewitness
RT @NgaNgaDre: @ariannatngco: MORE HEAVY RAINS AND FLOODS IN THE PHILIPPINES SO DIE NOW #PrayForThePhilippines #FloodPH Gusto mo ikaw una…,NotEyewitness
"RT @coleengarcia: Check #walangpasok for class/work suspensions, use #rescuePH for help, #safenow if you have been… http://t.co/YuNJwh7oBr",NotEyewitness
RT @VPJojoBinay: PNP Hotline Patrol: 117 or send TXT PNP to 2920 #MaringPH,NotEyewitness
@AriannyCeleste @mark_munoz #PrayForThePhilippines #rescuePH #MaringPH,NotEyewitness
"RT @ohteenquotes: Use of Hashtags: #RescuePH for emergency. #ReliefPH for evacuation centers, relief ops. #FloodPH for flood situation. #Sa…",NotEyewitness
"RT @varsitarianust: For inquiries re: evacuees at Sto. Domingo Church in QC, call 712-6271 to 74 @dinkysunflower @mlq3 #reliefPH",NotEyewitness
RT @philredcross: Tropical Storm Maring expected to leave PH Area of Responsibility on Thursday #MaringPH,NotEyewitness
We are also in need of volunteers for repacking and relief operations. Please contact 0926-722-2723. @TulongKabataan #MaringPH #recuePH,NotEyewitness
RT @mlq3: RT @rizalgov: UPDATES AS OF 1045 AM  CAINTA  Ortigas Ext - NOT PASSABLE  Imelda Ave. - NOT PASSABLE TO LIGHT VEHICLES #floodph,NotEyewitness
"Makati Public Safety Department: (02) 844-3146, (02) 819-3270 to 71 #MaringPH",NotEyewitness
Pinakamalaking swimming pool dito lang makikita #FloodPH,Eyewitness
Philippines be safe!!!!  #FloodPH #prayforthephil #arcillaclan #biongclan #garciaclan #outlawclan #bboysclan,NotEyewitness
RT @jnznpaul God Bless you Arianna Tiangco. Or I must say Pia Reyes? - poser si Arianna hahaha malunod ka sana ni #MaringPH at Habagat!!,NotEyewitness
"RT @YahooPH: .@nababaha: Weather satellite feed as of Aug 20, 2013 12:00 PM. http://t.co/U2CnntwDGn #MaringPH",NotEyewitness
RT @kc_concepcion: Hashtag power! #walangpasok - for class/work suspensions  #RescuePH - for help #SAFENOW - if u've been rescued #FloodPH …,Eyewitness
"RT @claraquiambao: Use of Hashtags: #RescuePH for emergency. #ReliefPH for evacuation centers, relief ops. #FloodPH for flood situation. #S…",NotEyewitness
Please just stop asking about the suspension of classes. Just focus on #RescuePH and #reliefPH   #PrayForThePhilippines,NotEyewitness
RT @rapplerdotcom: #Marikinariver ALERT LEVEL 2.. 16.8m ang water level as of 12:09nn via @MarikinaPIO #MaringPH,NotEyewitness
Sa ngalan ng #balikalindogprogram #maringph you can't stop me (@ Fitness First) [pic]: http://t.co/33grlQv3OJ,NotEyewitness
Be safe and dry everybody!!! ⚡⚡☔☁#PrayForThePhilippines #FloodPH #PrayForLaguna,NotEyewitness
Uses of Hashtags #RescuePH - emergency #ReliefPH - evacuation centers &amp; relief operations #FloodPH - flood situation #SafeNow - once rescued,NotEyewitness
RT @dinkysunflower: 4of4 UPDATED LIST of Evacuation Centers as of 11 am 8/20/2013 #reliefPH #RescuePH @dswdserves http://t.co/NdNOZVKeDW,Eyewitness
RT @DepEd_PH: 4of4 UPDATED LIST of Evacuation Centers as of 11 am 8/20/2013 #reliefPH #RescuePH @dswdserves http://t.co/XEmhyk5HsX via @din…,NotEyewitness
RT @atomaraullo: Timelapse video of flooding along E. Rodriguez cor Araneta Ave. in QC #FloodPH http://t.co/yabf5zlHmi,NotEyewitness
@taopoll: Volunteer appeal as millions battle Manila flood http://t.co/VrXYmaS0Ku @abcnews,NotEyewitness
RT @LBC_Foundation: U may drop-off donations at any LBC branch.These will be turned-over direct 2 @philredcross &amp; evac centres #ReliefPH ht…,NotEyewitness
Thank God the rain has finally stopped. Sana magtuloy tuloy na. #MaringPH #PrayForThePhilippines 🙏,Eyewitness
"RT @DepEd_PH: For relief efforts/donations, coordinate w/ Asec Milo Gudmalin of @dswdserves, +639209485383 | #ReliefPH http://t.co/ZWDNqJEn…",NotEyewitness
#PrayForThePhilippines #safenow Keep Safe Everyone,NotEyewitness
Goodjob Yogi. Keeping guard and making sure were all safe. #yogi #cats #MaringPH http://t.co/PBELOisZ6g,Eyewitness
RT @TheMetrobyLoL: Keep Safe Everyone #Maring2013 #PrayForThePhilippines #FloodPH,NotEyewitness
I hope that everyone's #SAFENOW :-) All Glory to God!,NotEyewitness
"RT @ustNDT: @UST_CSC Thomasians, let's all come together as one. Pls continue praying, sharing, and caring. #MaringPH http://t.co/8TOSdW4VR7",NotEyewitness
@valenzuelabp leave at the place nearest you? for San Juan -- http://t.co/FYVYiMTNKb for Mandaluyong -- http://t.co/V8cDACinRm #reliefPH,NotEyewitness
RT @MaringPH: On the way to Arianna Tiangco's house! :) #MaringPH,Eyewitness
"“@ustNDT: @UST_CSC Thomasians, let's all come together as one. Pls continue praying, sharing, and caring. #MaringPH http://t.co/Ri04Og4aRd”",NotEyewitness
It's flooded on some plase in DLSU Manila Campus #sony #nexf3 #dlsu #campus #manila #flood http://t.co/14RuOC8zSv,Eyewitness
RT @RescuePH: ADVISORY: @DOST_PAGASA issues an ORANGE RAINFALL WARNING on Metro Manila as of 1.10pm. #Habagat,NotEyewitness
"Sana the Senators/Congressmen donate yun pork barrel to fixing the roads,better sewage system &amp;also for clothing &amp; food supplies!#reliefPH",NotEyewitness
RT @iamsuperbianca: Orange rainfall warning lowered over Metro Manila as of 140PM. Let's pray it keeps lowering. #MaringPH,NotEyewitness
RT @dinkysunflower: Complete list of NCR EVACUATION CENTERS as of 11 am 8/20/2013 #reliefPH #RescuePH @dswdserves Please share. http://t.co…,NotEyewitness
Need help? Here are the official emergency hotlines compiled by DBTC Communications. #MaringPH http://t.co/VItOM6AmJh,NotEyewitness
RT @MaringPH: Pareng Ondoy and Pareng Milenyo where are you? May Reunion tayo ngayon sa bahay ni Arianna Tiangco! #MaringPH,NotEyewitness
"RT @DickGordonDaily: #rescuePH for emergencies, #reliefPH for evacuation centers &amp; relief ops, #floodPH for flood situation, #safenow once …",NotEyewitness
"Use these hashtags for faster response: #RescuePH for assistance, #ReliefPH for donations, #SAFENOW if already rescued. Let's stay vigilant!",Eyewitness
RT @pepperph: Enderun Colleges is also accepting donations. :) #reliefPH http://t.co/tgaYzHioJx,Eyewitness
RT @OhDOsCore: RT FOR A SHOUTOUT :)) #PrayForThePhilippines #SAFENOW,NotEyewitness
"RT @MMDA: REMINDER: Please check our timeline for LATEST Flood Updates along edsa, manila, southern, quezon city area. thank you.#mmda",NotEyewitness
RT @VictoryOrtigas: 1/2 We have started accepting donations and are open to volunteers who want to help out in packing the goods. #reliefPH…,NotEyewitness
"To help those affected by Typhoon Maring: Donate to the Red Cross. For GLOBE subs, please text RED &lt;5,25,50,100,300&gt; to 2899 #RescuePH",NotEyewitness
"RT @pcdspo: Use the unified hashtags RESPONSIBLY: #RescuePH if in need of rescue, #ReliefPH if in need of aid. Please tweet location &amp; cont…",NotEyewitness
RT @Mamacski96: Keep safe everyone #PrayForThePhilippines #RescuePH. Watch #myhusbandsloverday52,Eyewitness
RT @ABSCBNNews: Floods cover more than half of Manila http://t.co/IFqssllMhe,NotEyewitness
#FloodPH Marikina River Water Level is still rising.,Eyewitness
#SocialBulletin We now have #FloodPH feeds specific to EDSA and TAFT Avenue for your reference. http://t.co/TbZvjZnaNG,NotEyewitness
RT @iamEmjayMalto: Marikina River is in CRITICAL LEVEL (Alert 3) :( #PrayForThePhilippines #MaringPH #Habagat,NotEyewitness
#Habagat your so pa Bigat to our Country hihihiihihihih :)))) #BeSafe #SafeNow,Eyewitness
#FloodPH and #PrayForThePhilippines are trending worldwide ajskldasjd ingat tayo guys.,NotEyewitness
RT @PrincessFrance: And now Marikina River is on Alert Level 4. At ang lakas pa rin ng ulan :( #PrayForThePhilippines #FloodPH,Eyewitness
RT @inquirerdotnet: #marikinariver Alarm is now sounding for 18m water level as of 2:45. FORCED EVACUATION. #floodPH | via @MarikinaPIO,NotEyewitness
RT @rapplerdotcom: BREAKING: Alert level 4 raised for Marikina River http://t.co/54PXJJaFXR Alarm for forced evacuation sounded. #MaringPH,NotEyewitness
"Mother Nature, Mother Earth, Mama Mary, help us. Please cast away this rain! #MaringPH #PrayForThePhilippines",NotEyewitness
RT @iammavzx: Use Hashtags Correctly #RescuePH - for help #SAFENOW - if u've been rescued #FloodPH - for flood alerts #walangpasok - for cl…,NotEyewitness
@cdrc1984 consider Sto. Domingo Church? they have a growing number of evacuees and they're worried about dinner. @noel_colina #reliefPH,NotEyewitness
"RT @PhilippineStar: Forced evacuation in Angeles City; state of calamity declared in San Fernando, Pampanga | via @dingcervantes #MaringPH",NotEyewitness
RT: Help victims of #MaringPH by donating goods in kind to any McDo store located in MM starting today until Aug 25 #reliefPH,NotEyewitness
Just when it finally cleared up...tama na #maring! God help those helpless.,Eyewitness
RT @LaiyaSantiago: Donations accepted at Our Lady of Lourdes Parish Camarin Caloocan City North Fr Luciano Felloni; 09175118412 #reliefPH @…,NotEyewitness
RT @McDo_PH: Help victims of #MaringPH by donating goods in kind to any McDo store located in MM starting today until Aug 25 #reliefPH,NotEyewitness
RT @victoryph: Check out our updated list of participating @victoryph centers and relief items: http://t.co/4ZN8Tl1MGU #reliefph #tulongpin…,NotEyewitness
#MaringPH RT @UST_CSC  needs some volunteer at the the Sto.Domingo church. Males and Females would do. :) #TulongTomasino,NotEyewitness
"ALERT LEVEL 4, Marikina River at 18meters. Marikina residents near the river, you guys need to evacuate NOW. #maringPH #floodPH",NotEyewitness
"RT @mondgutierrez: It's rainy season (duh, its yearly) &amp; it's flooding once again. Why does it still flood in Metro Manila? Read: http://t.…",Eyewitness
"@YahooPH #ReliefPH #MaringPH Kilusang Bayanihan Relief Drop Off Point: #2055 Road5, NDC Cmpd, Sta. Mesa, Manila or call +632.3535077",NotEyewitness
"RT @victoryph: Hi, everyone! @VictoryDasma &amp; @victoryimus are now accepting donations for Maring relief. Pls spread the word! #reliefph #tu…",NotEyewitness
"RT @jovelyn831: (0915) 315 7997 Malibay, Pasay. needs help. chest deep flood. :(  #rescueph @jascurtissmith @143redangel",Eyewitness
"Despite the storm, Pinoy tayo. Smile lang. :) This'll pass. #MaringPH",NotEyewitness
Its not fun having you here anymore. #FloodPH #PrayForThePhilippines,Eyewitness
RT #ReliefPH: Check out @BetterStoryProj and how you can help out. http://t.co/2egKS9WWxD,NotEyewitness
*sees a photo link captioned #MaringPH #.RescuePH #PrayForThePhilippines :(*  OMG hope she's okay!!! *clicks the link*  Selfie amputa!,NotEyewitness
"For those w/ pets,pls include them in your evacuation/rescue plans.They are more important than ANY of your material belongings. #MaringPH",NotEyewitness
Bacoor - Main Road (Talaba to Bayan/Poblacion - Ankle to knee deep #FloodPH,Eyewitness
RT @inquirerdotnet: #FloodPH Dark skies over #Laguna. Seems heavy rains will continue for next few hours http://t.co/LXtDzqbVyH | @iammarlo…,NotEyewitness
@MMDA hows the flood level in domestic road pasay? #FloodPH,NotEyewitness
Saw a photo link captioned #MaringPH #RescuePH #PrayForThePhilippines *clicks the link* Selfie amputa!,NotEyewitness
"RT @SMARTCares: Help victims of #MaringPH &amp; donate to the Red Cross. For Smart, text RED &lt;10,25,50, or 100&gt; to 4143 #SmartActs",NotEyewitness
“@edge_genciagan: Call for Volunteers/Donations for @STPCorps Relief Operations in Cavite/Laguna #ReliefPH @cbcpnews http://t.co/cTrrOOGPOM”,NotEyewitness
RT @rapplerdotcom: Keep calm and be positive Philippines. We've been there http://t.co/nFxSp9RGTh #MaringPH,NotEyewitness
RT @TeachForThePH: Let's pool our resources to help the victims of #MaringPH! Click on the photo to find out how you can help #RescuePH! ht…,NotEyewitness
RT @PhilippineStar: UA&amp;P University Student Government: We need more sacks of rice. Calling for more donations! | #uapreliefops #reliefPH v…,NotEyewitness
RT @RC23STAR: @philredcross @143redangel San Jose Seminary inside Ateneo campus is now open for evacuees. #RescuePH via bro_deejay,NotEyewitness
RT @doctorinpink: #RescuePH pls save the dogs! Pls!!!! The gates are locked! Gallego St Phase 9 Vista Verde Executive Village Cainta. http:…,Eyewitness
KEEP CALM and STAY SAFE. #FloodPH #PrayForThePhilippines,NotEyewitness
RT @manila_bulletin: Province of Pampanga now under state of calamity #Maring #FloodPH,NotEyewitness
RT @JoyceAprilJoyce: RT FOR A SHOUTOUT :)) #PrayForThePhilippines #SAFENOW,NotEyewitness
RT @Julia_FEVER: RT @ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/YITdZbV4iz,NotEyewitness
RT @Pinoy_Humor: Kindly help and retweet these Emergency Hotlines: - #PrayforThePhilippines - #FloodPH - #Baha - Keep safe everyone! - http…,NotEyewitness
Guys coordinate w/ @DanielRocksss kung meron kayong pwedeng i-donate for the victims of the Typoon Maring. #PrayForThePhilippines #MaringPH,Eyewitness
You can also volunteer for #ReliefPH operations of other organizations. http://t.co/uECjXMvtXb http://t.co/Im9ZlxG4X8,NotEyewitness
"Maaari mong ipadala ang in kind donations sa Sagip Kapamilya Headquarters at 13 Examiners St., West Triangle, Quezon City #reliefPH",NotEyewitness
